ID,municipi,participacio,sisi,sino,siblanc,no,blanc,altres,vots,poblacio
80018,Abrera,30.64%,68.92%,15.20%,0.81%,9.61%,0.34%,5.11%,2954,9640
80023,Aguilar de Segarra,65.87%,91.24%,1.46%,1.46%,0.73%,2.19%,2.92%,137,208
80039,Alella,50.75%,83.74%,10.58%,0.59%,2.15%,0.54%,2.40%,4047,7974
80044,Alpens,69.14%,96.05%,0.00%,1.13%,1.13%,1.13%,0.56%,177,256
80057,Ametlla del Vallès. l',53.94%,87.44%,7.40%,0.82%,2.38%,0.31%,1.64%,3526,6537
80060,Arenys de Mar,45.49%,88.61%,6.10%,0.82%,2.05%,0.51%,1.91%,5855,12870
80076,Arenys de Munt,55.52%,89.68%,4.91%,0.62%,1.86%,0.54%,2.38%,3866,6963
80082,Argençola,52.38%,92.93%,5.05%,0.00%,1.01%,0.00%,1.01%,99,189
80095,Argentona,51.06%,86.32%,7.60%,0.55%,3.18%,0.53%,1.82%,4936,9667
80109,Artés,54.37%,89.75%,4.91%,0.95%,1.42%,0.63%,2.33%,2528,4650
80116,Avià,70.81%,95.44%,2.24%,0.45%,0.22%,0.30%,1.34%,1339,1891
80121,Avinyó,63.33%,90.88%,2.44%,1.55%,0.81%,1.63%,2.69%,1228,1939
80137,Avinyonet del Penedès,54.58%,88.89%,5.29%,1.19%,1.59%,0.40%,2.65%,756,1385
80142,Aiguafreda,60.70%,88.14%,5.54%,1.40%,3.51%,1.01%,0.39%,1282,2112
80155,Badalona,27.13%,72.51%,14.42%,1.10%,6.75%,0.46%,4.76%,49580,182725
80168,Bagà,51.93%,87.87%,5.44%,0.57%,2.39%,1.15%,2.58%,1047,2016
80174,Balenyà,54.33%,85.68%,5.38%,1.27%,3.38%,0.85%,3.44%,1655,3046
80180,Balsareny,46.64%,85.73%,5.56%,1.21%,4.78%,1.36%,1.36%,1402,3006
80193,Barcelona,36.25%,78.42%,12.88%,0.91%,4.49%,0.56%,2.74%,507454,1400003
80207,Begues,50.02%,83.13%,10.64%,0.81%,2.98%,0.31%,2.13%,2585,5168
80214,Bellprat,47.50%,89.47%,2.63%,2.63%,5.26%,0.00%,0.00%,38,80
80229,Berga,54.94%,92.61%,2.76%,0.49%,1.35%,0.56%,2.23%,7718,14048
80235,Bigues i Riells,42.96%,84.70%,7.37%,0.94%,3.82%,0.23%,2.95%,2986,6950
80240,Borredà,65.54%,87.54%,3.65%,0.91%,3.34%,0.61%,3.95%,329,502
80253,Bruc. el,46.34%,86.75%,7.36%,0.94%,4.02%,0.13%,0.80%,747,1612
80266,Brull. el,62.93%,95.35%,2.33%,0.78%,0.00%,0.00%,1.55%,129,205
80272,Cabanyes. les,62.42%,84.30%,7.10%,0.43%,3.66%,0.00%,4.52%,465,745
80288,Cabrera d'Anoia,28.94%,74.68%,8.86%,2.85%,5.70%,0.00%,7.91%,316,1092
80291,Cabrera de Mar,57.56%,85.89%,8.95%,1.27%,1.92%,0.47%,1.50%,2133,3706
80305,Cabrils,55.23%,86.28%,8.78%,0.55%,1.65%,0.42%,2.32%,3098,5609
80312,Calaf,54.30%,85.80%,4.44%,1.46%,4.38%,0.63%,3.30%,1577,2904
80327,Caldes d'Estrac,42.58%,83.77%,8.22%,1.10%,1.90%,0.90%,4.11%,998,2344
80333,Caldes de Montbui,47.74%,81.59%,9.57%,0.89%,4.09%,0.46%,3.39%,6719,14073
80348,Calders,66.20%,93.12%,2.68%,0.19%,1.72%,0.96%,1.34%,523,790
80351,Calella,39.13%,88.30%,5.83%,0.68%,2.76%,0.40%,2.03%,6050,15461
80364,Calonge de Segarra,67.43%,90.68%,2.54%,0.85%,2.54%,2.54%,0.85%,118,175
80370,Calldetenes,69.75%,93.61%,2.60%,0.70%,1.12%,0.63%,1.33%,1425,2043
80386,Callús,55.50%,88.68%,4.01%,0.83%,1.65%,1.06%,3.77%,848,1528
80399,Campins,54.63%,90.25%,8.05%,0.85%,0.00%,0.42%,0.42%,236,432
80403,Canet de Mar,46.87%,86.06%,6.92%,0.95%,3.22%,0.51%,2.35%,5495,11723
80410,Canovelles,22.20%,71.00%,12.78%,1.23%,9.45%,0.81%,4.74%,2848,12831
80425,Cànoves i Samalús,41.39%,79.41%,10.45%,1.95%,3.07%,0.82%,4.30%,976,2358
80431,Canyelles,33.55%,77.54%,8.50%,1.13%,5.72%,0.26%,6.85%,1153,3437
80446,Capellades,47.49%,84.77%,6.56%,0.98%,3.70%,0.56%,3.42%,2134,4494
80459,Capolat,50.00%,94.29%,2.86%,0.00%,0.00%,2.86%,0.00%,35,70
80462,Cardedeu,49.86%,84.68%,9.54%,0.57%,2.64%,0.70%,1.88%,7016,14070
80478,Cardona,48.79%,78.73%,9.06%,1.51%,5.38%,0.99%,4.34%,2120,4345
80484,Carme,63.65%,89.84%,2.93%,1.35%,2.93%,0.68%,2.26%,443,696
80497,Casserres,65.65%,93.42%,1.73%,0.43%,0.86%,1.19%,2.37%,927,1412
80500,Castellar del Riu,54.68%,98.68%,1.32%,0.00%,0.00%,0.00%,0.00%,76,139
80517,Castellar del Vallès,47.29%,82.62%,9.52%,0.90%,3.82%,0.44%,2.70%,8896,18812
80522,Castellar de n'Hug,61.22%,96.67%,1.11%,1.11%,1.11%,0.00%,0.00%,90,147
80538,Castellbell i el Vilar,40.24%,82.67%,8.99%,1.82%,2.72%,0.50%,3.30%,1212,3012
80543,Castellbisbal,38.50%,77.34%,12.43%,0.91%,5.73%,0.48%,3.11%,3734,9698
80556,Castellcir,49.64%,90.18%,3.27%,0.73%,0.73%,1.09%,4.00%,275,554
80569,Castelldefels,25.73%,70.24%,17.44%,0.79%,8.65%,0.48%,2.42%,13231,51431
80575,Castell de l'Areny,50.79%,93.75%,6.25%,0.00%,0.00%,0.00%,0.00%,32,63
80581,Castellet i la Gornal,39.52%,83.85%,7.67%,0.94%,4.31%,0.40%,2.83%,743,1880
80594,Castellfollit del Boix,65.81%,92.64%,2.16%,0.87%,1.30%,0.87%,2.16%,231,351
80608,Castellfollit de Riubregós,71.01%,90.83%,7.50%,0.00%,1.67%,0.00%,0.00%,120,169
80615,Castellgalí,38.53%,79.68%,9.12%,1.92%,4.96%,0.48%,3.84%,625,1622
80620,Castellnou de Bages,50.75%,85.29%,7.98%,0.84%,4.20%,0.63%,1.05%,476,938
80636,Castellolí,75.22%,92.58%,3.86%,1.48%,0.59%,0.30%,1.19%,337,448
80641,Castellterçol,60.52%,89.96%,4.16%,0.65%,2.12%,0.57%,2.53%,1225,2024
80654,Castellví de la Marca,64.87%,87.79%,5.65%,0.58%,2.76%,1.15%,2.07%,868,1338
80667,Castellví de Rosanes,39.58%,84.04%,9.93%,0.18%,3.01%,0.71%,2.13%,564,1425
80673,Centelles,59.40%,90.96%,4.06%,0.70%,1.59%,0.61%,2.09%,3596,6054
80689,Cervelló,39.76%,80.90%,12.72%,0.60%,4.14%,0.32%,1.33%,2853,7175
80692,Collbató,49.71%,84.79%,7.58%,1.03%,4.36%,0.61%,1.64%,1650,3319
80706,Collsuspina,73.72%,92.57%,5.94%,0.99%,0.00%,0.00%,0.50%,202,274
80713,Copons,65.25%,87.57%,5.92%,1.78%,1.78%,0.59%,2.37%,169,259
80728,Corbera de Llobregat,39.69%,84.02%,10.26%,0.53%,3.01%,0.33%,1.86%,4523,11395
80734,Cornellà de Llobregat,21.63%,64.68%,19.35%,1.13%,9.19%,0.52%,5.14%,15675,72482
80749,Cubelles,28.47%,78.27%,11.43%,0.87%,5.43%,0.30%,3.70%,3350,11767
80752,Dosrius,39.49%,82.72%,8.49%,1.23%,4.74%,0.25%,2.58%,1626,4118
80765,Esparreguera,37.69%,77.90%,11.57%,1.25%,5.24%,0.42%,3.63%,6723,17839
80771,Esplugues de Llobregat,26.97%,70.96%,16.69%,0.96%,6.72%,0.60%,4.08%,10749,39853
80787,Espunyola. l',68.10%,93.04%,4.43%,1.27%,0.00%,0.63%,0.63%,158,232
80790,Estany. l',75.97%,90.18%,2.55%,0.73%,0.36%,3.64%,2.55%,275,362
80804,Fígols,35.90%,78.57%,7.14%,0.00%,0.00%,7.14%,7.14%,14,39
80811,Fogars de Montclús,58.47%,96.38%,0.90%,0.00%,0.90%,0.00%,1.81%,221,378
80826,Fogars de la Selva,30.59%,80.80%,6.40%,0.80%,6.40%,0.80%,4.80%,375,1226
80832,Folgueroles,80.65%,94.76%,2.33%,0.80%,0.58%,0.44%,1.09%,1375,1705
80847,Fonollosa,53.15%,88.46%,4.68%,1.09%,2.03%,1.09%,2.65%,641,1206
80850,Font-rubí,63.12%,90.55%,3.78%,1.21%,1.48%,0.94%,2.02%,741,1174
80863,Franqueses del Vallès. les,34.38%,78.40%,10.46%,0.84%,5.75%,0.44%,4.11%,5250,15272
80879,Gallifa,59.20%,86.41%,7.77%,0.00%,0.00%,2.91%,2.91%,103,174
80885,Garriga. la,54.36%,87.42%,6.99%,0.83%,2.39%,0.36%,2.01%,6870,12639
80898,Gavà,27.42%,70.75%,15.19%,1.00%,8.15%,0.54%,4.38%,10445,38098
80902,Gaià,69.17%,93.48%,1.09%,1.09%,1.09%,2.17%,1.09%,92,133
80919,Gelida,44.24%,82.36%,9.61%,1.35%,3.62%,0.52%,2.54%,2517,5690
80924,Gironella,59.51%,91.27%,3.56%,0.79%,1.22%,0.87%,2.29%,2531,4253
80930,Gisclareny,62.07%,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,18,29
80945,Granada. la,60.50%,86.29%,6.02%,1.58%,2.86%,0.49%,2.76%,1014,1676
80958,Granera,45.83%,96.97%,3.03%,0.00%,0.00%,0.00%,0.00%,33,72
80961,Granollers,35.56%,82.68%,9.57%,0.89%,4.03%,0.53%,2.30%,17704,49791
80977,Gualba,56.87%,90.66%,4.03%,0.97%,2.25%,0.48%,1.61%,621,1092
80983,Sant Salvador de Guardiola,44.28%,80.63%,7.57%,1.26%,6.22%,0.27%,4.05%,1110,2507
80996,Guardiola de Berguedà,57.41%,89.75%,3.48%,0.00%,3.07%,1.64%,2.05%,488,850
81000,Gurb,77.74%,94.41%,2.42%,0.50%,0.87%,0.19%,1.61%,1610,2071
81017,Hospitalet de Llobregat. l',20.51%,67.78%,16.65%,1.22%,8.71%,0.58%,5.06%,44447,216755
81022,Igualada,47.66%,87.75%,6.40%,0.96%,2.21%,0.39%,2.28%,15233,31959
81038,Jorba,54.88%,88.41%,5.66%,1.35%,2.96%,0.27%,1.35%,371,676
